start	end	text
4382000	4384000	written already there the argument
4384000	4386000	was somehow about the number of constraints
4386000	4388000	why this phase was finite dimensional
4388000	4390000	because you would parametrize it by
4390000	4392000	the finite dimensional commutants
4392000	4394000	ah
4394000	4396000	so maybe that's where we do need the commutant
4396000	4398000	huh
4398000	4400000	but it feels like this shouldn't need that
4400000	4402000	still right now
4402000	4404000	let's play the game where the phase is infinite dimension
4404000	4406000	but
4406000	4408000	countably infinite like none of this weird
4408000	4410000	friggin
4410000	4412000	then you could just take the intersection
4412000	4414000	that you always go to a smaller space right
4414000	4416000	but then the kernel
4416000	4418000	the constraint development
4418000	4420000	it's huge
4420000	4422000	yeah it's okay
4422000	4424000	the phase is infinite dimensional
4424000	4426000	the problem is way way big
4426000	4428000	and I cannot just pick one existing point
4428000	4430000	but just
4430000	4432000	try something smarter
4432000	4434000	well just pick one random
4434000	4436000	and then you go down
4436000	4438000	and then you just take the infinite
4438000	4440000	you just keep there's an infinite regress
4440000	4442000	take the intersection over all these smaller
4442000	4444000	smaller phases
4444000	4446000	ximos
4446000	4448000	ximos
4448000	4450000	sorry
4450000	4452000	I was going to ask you a question
4452000	4454000	you have to
4454000	4456000	there could be
4456000	4458000	something at once there
4458000	4460000	you just have to take something out
4460000	4462000	so but then
4462000	4464000	there's something finite here
4464000	4466000	right it's not the dimension
4466000	4468000	of the kernel it's rather
4468000	4470000	the thing that you
4470000	4472000	the thing that you chop off
4472000	4474000	I mean you know that
4474000	4476000	the difference between
4476000	4478000	the phase dimension and the kernel dimension is finite
4478000	4480000	yeah right
4480000	4482000	yeah
4482000	4484000	so this sum off
4488000	4490000	but I mean in the C-style algebraic
4490000	4492000	case wasn't the argument that
4492000	4494000	assume you have no constraints
4494000	4496000	then
4496000	4498000	you just have a pure state which
4498000	4500000	and then you are somehow required that this is an exposed phase
4500000	4502000	and when you cut it
4502000	4504000	with another constraint
4504000	4506000	type of plane
4506000	4508000	and you somehow go up from like a one
4508000	4510000	dimensional thing to higher dimensions
4510000	4512000	that's why it remains finite
4512000	4514000	and you don't start with something that's
4514000	4516000	infinite dimensional when you have zero constraints
4518000	4520000	exactly that
4520000	4522000	I think we have to use this
4522000	4524000	in a sense so if there are
4524000	4526000	zero constraints this df
4526000	4528000	would not be infinite dimension
4530000	4532000	no
4532000	4534000	it's one dimension
4538000	4540000	I don't know what's the most general setting
4540000	4542000	where pure state
4542000	4544000	I mean where's
4544000	4546000	extreme point of a cone
4546000	4548000	when is
4548000	4550000	that
4550000	4552000	I mean is that always
4552000	4554000	one dimensional in a sense
4554000	4556000	or are there some pathological
4556000	4558000	logical settings
4560000	4562000	or
4566000	4568000	what's the extreme way it's going
4568000	4570000	come on
4576000	4578000	well let's summarize where we are right now
4578000	4580000	because we've gotten somewhere I think
4580000	4582000	yeah
4582000	4584000	if the world is finite dimensional here
4584000	4586000	it's all good right are we cool
4586000	4588000	are we cool
4588000	4590000	everything's infinite dimensional but df
4592000	4594000	is the dimension of this
4594000	4596000	face is finite then cool
4596000	4598000	right
4598000	4600000	so now we're into this slightly weird
4600000	4602000	zone where not weird
4602000	4604000	I mean maybe this is generic
4604000	4606000	where we should invert the argument
4606000	4608000	somehow when that's infinity
4612000	4614000	if we have a finite
4614000	4616000	rank solution
4616000	4618000	this finite rank cannot be bigger
4618000	4620000	yeah if we have a finite
4620000	4622000	rank solution then it cannot be bigger
4622000	4624000	so this works
4624000	4626000	I understood Alex's point
4626000	4628000	as to now we chose
4628000	4630000	at the moment chose x
4630000	4632000	arbitrarily
4632000	4634000	we should take anything to the point here
4634000	4636000	but maybe we have to be slightly
4636000	4638000	smarter in our initial choice
4640000	4642000	which is reasonable comment right
4642000	4644000	if you have any information use it
4644000	4646000	but chopping down
4646000	4648000	if I readily introduce
4648000	4650000	constraints you can maybe guarantee
4650000	4652000	but not
4652000	4654000	use the x
4654000	4656000	to add constraints
4658000	4660000	if you have no constraint
4660000	4662000	you just have the linear
4662000	4664000	intersection of the column
4664000	4666000	the optimal linear function
4666000	4668000	oh
4672000	4674000	yeah
4674000	4676000	there are many of them
4676000	4678000	at least one constraint
4678000	4680000	yeah
4680000	4682000	for me there's always one
4682000	4684000	because it's a state
4684000	4686000	yeah
4688000	4690000	your argument would be
4690000	4692000	if I had one constraint
4692000	4694000	my
4694000	4696000	the
4696000	4698000	dimension of the case would be
4698000	4700000	finite dimension
4700000	4702000	then I can find one
4706000	4708000	now I want to make sure that
4708000	4710000	I introduce new constraints
4710000	4712000	which could kick me out of that
4712000	4714000	I have to find another case
4714000	4716000	introduce constraints
4716000	4718000	maybe if you stick to the rank setting
4718000	4720000	you blow off the rank but say it's finite
4720000	4722000	introduce it again
4724000	4726000	it looks like it's 1230
4726000	4728000	usually
4728000	4730000	the time when people in this country
4730000	4732000	find it a good thing to do at the time
4736000	4738000	no I also need to do other things
4738000	4740000	I have this video recorded
4740000	4742000	I'll try it and just transcribe
4742000	4744000	it into a minimal tech
4744000	4746000	like this argument
4746000	4748000	a lot of this discussion can be just
4748000	4750000	dropped but
4750000	4752000	we'll see what happens
4752000	4754000	just that way that no one has the right
4754000	4756000	if that fails only though
4756000	4758000	it would be great
4758000	4760000	if someone takes a photograph and can reconstruct
4760000	4762000	this proof
4764000	4766000	I think I have my proof anyway
4766000	4768000	your proof is cool
4768000	4770000	like it's
4770000	4772000	I will just
4772000	4774000	maybe
4774000	4776000	that one
4776000	4778000	I mean it's super electrical
4778000	4780000	like it flies
4780000	4782000	and I'm not
4782000	4784000	totally joking about the one big PRL
4784000	4786000	but
4786000	4788000	what is the way
4788000	4790000	now should I
4790000	4792000	create an overlay as in the old times
4792000	4794000	or is it not going to be anything
4794000	4796000	Timo, old times
4796000	4798000	we don't do this anymore
4798000	4800000	that's why I'm asking
4800000	4802000	there'll be a github
4802000	4804000	do you know what
4804000	4806000	that's what I'm doing also
4806000	4808000	you can create an overlay
4808000	4810000	but connect it to github
4810000	4812000	I've been waiting
4812000	4814000	I've been waiting for this moment
4814000	4816000	I hate an overlay with a burning passion
4816000	4818000	yeah me too
4818000	4820000	but there are people who like to use it
4820000	4822000	yeah well they're going to learn that I hate
4822000	4824000	a burning passion
4824000	4826000	I would rather share on github
4826000	4828000	where you can check it out
4828000	4830000	it's sort of the only thing
4830000	4832000	make some kind of
4832000	4834000	make a call and make some kind of system
4834000	4836000	where he would go through the history of the github
4836000	4838000	repo and decide
4838000	4840000	like or there are authors based on the holy book
4844000	4846000	do you know what
4846000	4848000	I'm going to ask Claude when he transcribes this
4848000	4850000	who's the main author of them
4852000	4854000	very curious
4854000	4856000	I love him
4856000	4858000	that's why alphabetic is beautiful
4858000	4860000	actually
4860000	4862000	they called me to use certified random
4862000	4864000	certified random
4864000	4866000	yeah I would just like to use it
4866000	4868000	for my
4868000	4870000	we have access to real random
4870000	4872000	that's okay for you
4872000	4874000	if you don't need another thesis
4874000	4876000	I would like to use it
4876000	4878000	I need some fillery
4878000	4880000	my coat is more
4880000	4882000	cool
4882000	4884000	alright that was very interesting
4884000	4886000	thank you
4886000	4888000	thanks
4888000	4890000	bye
4890000	4892000	bye bye
4902000	4904000	yeah for sure
